steps,avg_loss,mean_td_error
4698,4.5164,13.7510
4699,5.7341,12.5337
4700,5.0728,12.9001
4701,4.3971,11.9982
4702,8.7608,18.8566
4703,4.3580,7.7364
4704,6.9613,16.0844
4705,8.2100,16.9146
4706,4.4473,8.0721
4707,7.7277,15.9743
4708,5.0519,11.0170
4709,2.9622,13.6080
4710,5.9697,12.7491
4711,5.9748,12.5990
4712,5.7531,13.6124
4713,6.8033,17.7685
4714,5.3634,12.1630
4715,4.0761,14.1886
4716,3.3051,12.1189
4717,4.1668,13.9098
4718,7.3287,19.1157
4719,7.7164,15.4287
4720,5.3640,12.6329
4721,3.3951,9.6179
4722,6.7440,15.1447
4723,6.2409,15.2513
4724,6.7825,12.9844
4725,6.9031,13.7101
4726,5.2353,12.4685
4727,5.9969,12.4141
4728,6.8478,12.1456
4729,3.6124,11.9209
4730,6.2279,17.4311
4731,6.3792,13.9432
4732,4.7723,11.8255
4733,5.6888,10.5725
4734,7.2907,13.5728
4735,4.0961,11.9316
4736,3.4624,12.5260
4737,4.2318,13.9671
4738,7.8674,18.3390
4739,8.3286,17.6060
4740,4.9785,17.9571
4741,6.3239,16.8596
4742,3.5598,11.6098
4743,5.7661,12.3878
4744,4.8439,13.8311
4745,5.2229,10.4020
4746,7.0090,13.8876
4747,6.4544,14.0252
4748,4.1032,13.0739
4749,5.4134,11.2415
4750,3.4537,15.5078
4751,6.8175,14.0055
4752,1.5440,9.6567
4753,7.5252,12.9815
4754,3.3406,17.6592
4755,6.8891,13.4779
4756,4.1471,16.0120
4757,6.0585,17.6806
4758,4.5899,11.6580
4759,5.4984,12.8639
4760,8.0154,16.7336
4761,11.7662,23.0784
4762,3.1486,12.7757
4763,3.5884,11.7776
4764,4.3703,8.9962
4765,5.0674,13.7824
4766,5.0706,13.1448
4767,5.7105,20.2635
4768,5.8889,12.7907
4769,8.0775,18.1807
4770,7.0571,14.8260
4771,4.0239,11.2751
4772,7.7758,19.6346
4773,3.6833,12.1943
4774,4.8083,13.3529
4775,4.9142,13.8299
4776,5.9723,12.0702
4777,8.4331,18.3112
4778,7.0698,16.4300
4779,6.9179,16.1248
4780,6.3313,13.9505
4781,8.0844,15.9612
4782,3.1929,13.2230
4783,4.7020,13.9646
4784,7.8779,15.6535
4785,3.1003,11.0792
4786,5.5915,15.2649
4787,5.7839,13.9693
4788,4.1381,14.5946
4789,4.8606,13.6846
4790,3.6981,10.8790
4791,4.9628,12.1782
4792,7.6489,18.5173
4793,4.1355,10.3317
4794,3.4207,13.2290
4795,4.1183,11.2398
4796,7.2490,16.1353
4797,6.5814,13.9919
4798,4.4041,14.5659
4799,5.5292,14.3251
4800,6.9172,15.8241
4801,7.6398,18.3403
4802,7.2011,14.4482
4803,3.8482,14.6770
4804,4.4735,11.5180
4805,4.8955,11.5854
4806,5.5614,10.2323
4807,4.2506,10.3507
4808,7.9421,17.9672
4809,3.6112,12.0124
4810,6.6059,15.5338
4811,7.2431,16.0999
4812,6.4566,17.7064
4813,3.2559,14.2354
4814,4.2480,12.3011
4815,5.7657,13.3131
4816,6.3110,12.6253
4817,5.2436,14.3338
4818,3.5380,10.9240
4819,3.3168,9.2331
4820,5.6493,17.5290
4821,5.6153,12.5102
4822,4.5446,10.4845
4823,5.5685,12.7597
4824,6.7993,14.7245
4825,4.3701,13.7432
4826,2.0003,13.1822
4827,6.1762,15.8670
4828,4.4402,10.9193
4829,7.3478,13.6081
4830,9.1757,18.8259
4831,6.3076,13.2066
4832,4.4223,15.9105
4833,4.6379,14.8490
4834,3.7608,8.4159
4835,5.4840,20.0808
4836,4.0005,11.1793
4837,7.4531,14.5735
4838,5.3601,15.9875
4839,4.9395,12.6393
4840,3.5287,12.2552
4841,7.6320,16.7235
4842,5.6122,15.0683
4843,6.7634,16.1483
4844,3.8409,17.1946
4845,8.0730,16.3389
4846,5.7252,15.1807
4847,6.6430,15.9223
4848,3.5347,9.8115
4849,6.4941,14.7918
4850,2.3133,13.7159
4851,5.2452,10.6013
4852,5.3823,10.8347
4853,3.8310,9.8934
4854,4.5724,14.1359
4855,5.0270,12.3960
4856,6.9329,13.1096
4857,3.9763,13.5568
4858,7.1623,16.7318
4859,6.6315,12.1119
4860,6.4609,15.7340
4861,2.6800,11.5757
4862,2.4115,9.7293
4863,5.5833,14.2203
4864,6.7139,17.1761
4865,3.0513,13.8817
4866,6.3203,13.5924
4867,7.2020,13.5686
4868,4.9618,12.7184
4869,8.5711,16.6333
4870,6.8390,14.7259
4871,5.6544,15.8546
4872,6.3027,15.8062
4873,2.8391,13.7122
4874,5.2494,14.7952
4875,2.4191,12.5450
4876,3.8385,15.3453
4877,7.3575,14.3128
4878,5.3049,17.2555
4879,5.7667,12.8233
4880,2.9604,11.4348
4881,5.6055,14.2559
4882,2.9608,14.5339
4883,3.7101,14.6841
4884,5.3613,12.7816
4885,4.5565,9.2935
4886,5.5449,15.3274
4887,4.1860,13.3736
4888,5.9941,13.3300
4889,8.1027,14.8206
4890,2.5706,13.9551
4891,5.0829,12.1865
4892,9.1830,16.6717
4893,5.0408,18.0153
4894,5.7679,11.5055
4895,4.4223,16.3692
4896,5.0060,14.8598
4897,5.5304,13.8924
4898,5.5287,12.6768
4899,5.9626,12.7662
4900,3.9609,13.2686
4901,4.6984,12.2339
4902,3.1596,15.2980
4903,9.0795,18.1663
4904,3.2776,11.8537
4905,6.5535,14.7376
4906,8.5131,15.0132
4907,2.9475,19.0315
4908,5.2973,18.2023
4909,10.4243,20.0637
4910,3.9400,12.5485
4911,5.2118,16.9394
4912,5.8256,11.5765
4913,3.6625,14.4657
4914,4.7598,10.2378
4915,6.7538,15.9690
4916,7.6709,14.1570
4917,8.4197,20.3516
4918,5.1344,11.4703
4919,5.5730,14.9884
4920,6.9350,15.8469
4921,6.2826,14.6827
4922,7.1774,17.1719
4923,3.7601,12.7478
4924,3.8567,10.0476
4925,4.7787,11.7887
4926,5.1546,10.5308
4927,5.0741,11.3932
4928,6.6648,13.6664
4929,4.9556,11.8348
4930,6.3893,16.7375
4931,9.3861,18.9524
4932,4.3311,15.7565
4933,7.7635,17.2742
4934,5.6808,11.2229
4935,9.2949,16.5317
4936,5.4909,14.4966
4937,6.1368,12.7480
4938,3.8491,12.4891
4939,5.2245,11.1332
4940,6.0917,11.3052
4941,2.7968,13.4793
4942,4.6514,11.7868
4943,4.1194,13.3391
4944,3.7131,14.9214
4945,6.0566,16.2826
4946,3.2689,14.8849
4947,5.9401,19.0414
4948,5.6667,14.9030
4949,3.0755,13.0164
4950,7.3427,14.0553
4951,4.7557,16.9914
4952,6.5561,12.3414
4953,6.5761,14.8504
4954,5.7860,10.9897
4955,4.0614,15.7852
4956,7.6617,14.1818
4957,6.4255,18.3078
4958,8.2199,16.4351
4959,6.7202,19.1020
4960,3.3078,9.7009
4961,4.6028,20.1244
4962,7.8585,16.8940
4963,8.7238,24.4315
4964,7.2544,12.8148
4965,6.1799,15.3497
4966,6.7701,14.6407
4967,4.8154,16.7044
4968,5.0893,9.7041
4969,5.2313,16.1202
4970,4.6576,12.7958
4971,3.9956,16.0295
4972,4.1420,10.0040
4973,3.1120,9.3244
4974,2.5896,9.2280
4975,7.3583,16.1685
4976,8.6197,19.8078
4977,7.6576,15.3849
4978,3.6964,11.2279
4979,9.1236,19.7702
4980,6.3292,16.6760
4981,6.2106,14.7297
4982,5.8931,10.1647
4983,4.4971,13.5214
4984,4.0835,15.1659
4985,3.5122,11.5305
4986,3.7867,15.7543
4987,5.8905,13.0259
4988,3.7730,16.0573
4989,4.4304,9.7944
4990,6.6021,13.1182
4991,7.5822,16.4832
4992,4.1875,10.7918
4993,4.2892,11.7664
4994,4.3086,16.3045
4995,4.3801,9.6957
4996,6.6166,14.5043
4997,2.4495,10.4928
4998,6.5156,15.2249
4999,6.8161,14.7090
5000,5.0706,11.4372
5001,9.7135,18.2319
5002,5.9986,16.8507
5003,3.5643,16.4952
5004,5.4351,12.7606
5005,7.8493,14.6516
5006,4.8442,12.9805
5007,3.9926,13.8465
5008,5.5775,11.5257
5009,7.5325,14.7305
5010,4.2599,12.5764
5011,5.1453,11.7241
5012,3.6761,12.5023
5013,8.5027,14.6004
5014,5.7486,12.5460
5015,5.2205,10.1525
5016,6.6043,15.4618
5017,2.8308,13.1685
5018,7.2806,19.8844
5019,5.7361,13.6291
5020,7.9541,14.3004
5021,5.2473,17.8180
5022,5.7732,13.1927
5023,5.7331,15.7074
5024,7.3996,18.2184
5025,9.8283,19.4821
5026,4.5033,15.9353
5027,7.0358,16.7869
5028,8.1145,20.2281
5029,7.5341,13.5059
5030,2.7332,16.0986
5031,2.7686,10.8272
5032,6.6039,17.8955
5033,3.4390,13.3811
5034,4.3714,14.5224
5035,3.5492,9.4351
5036,4.7709,15.9176
5037,6.6830,13.8589
5038,3.6115,16.8621
5039,3.0564,13.5674
5040,2.6911,9.2347
5041,7.3164,16.8296
5042,4.9406,13.1043
5043,4.3331,15.9871
5044,6.6261,17.7106
5045,6.2726,21.2295
5046,6.3765,14.8941
5047,6.9716,14.1570
5048,2.2032,14.5428
5049,7.1682,12.1685
5050,6.6434,15.5454
5051,9.7105,18.4431
5052,5.4219,13.1189
5053,8.4387,16.2659
5054,4.9874,14.7405
5055,2.6177,11.4097
5056,7.4064,14.0718
5057,5.5527,19.2971
5058,6.8893,16.6087
5059,6.3162,13.9665
5060,7.8378,17.7845
5061,5.5836,11.7567
5062,4.5322,13.6167
5063,3.9572,14.1699
5064,7.0127,14.5680
5065,4.4814,13.8033
5066,3.8369,8.0070
5067,3.9755,12.2653
5068,10.3681,20.1895
5069,6.5932,14.5907
5070,7.0595,17.5574
5071,7.0725,17.7414
5072,3.8564,12.8917
5073,6.7500,20.1704
5074,8.8301,18.8003
5075,7.6953,19.6243
5076,3.9532,9.5233
5077,7.9477,18.8927
5078,7.0228,13.2600
5079,6.3604,16.7099
5080,6.0802,14.4884
5081,4.8244,12.3988
5082,3.3810,14.9526
5083,4.9671,16.3426
5084,4.1623,16.4387
5085,4.9740,16.7669
5086,6.5732,15.0490
5087,9.5281,18.5077
5088,6.8481,21.0766
5089,5.2259,11.8077
5090,7.5625,18.7387
5091,5.2718,14.1514
5092,6.8331,15.0615
5093,8.2804,16.5883
5094,7.5075,16.7301
5095,1.7444,9.1354
5096,4.8187,11.8192
5097,2.5170,7.2683
5098,7.6364,15.8303
5099,4.6008,12.1104
5100,4.0507,15.2184
5101,6.4123,16.1158
5102,3.8048,11.2651
5103,6.5460,14.1086
5104,9.5146,18.4438
5105,4.7910,11.2552
5106,6.0315,15.2105
5107,5.9210,15.9885
5108,8.0279,16.9187
5109,9.2042,18.7733
5110,4.1502,17.3477
5111,4.7598,11.7468
5112,9.8268,19.6550
5113,5.9438,13.5757
5114,6.0441,17.6661
5115,6.2365,14.8380
5116,4.9142,14.1164
5117,6.4616,15.1085
5118,4.5392,16.9961
5119,6.5142,15.6062
5120,4.8852,10.2520
5121,6.9678,17.6561
5122,4.8315,14.2119
5123,6.9823,16.0247
5124,5.7808,16.0677
5125,6.8450,19.1931
5126,8.1011,17.2844
5127,6.3777,17.8736
5128,2.7587,15.4484
5129,7.3160,13.9603
5130,7.8890,14.5403
5131,4.1775,9.7255
5132,7.6118,18.0950
5133,6.4806,17.4511
5134,4.2826,10.2774
5135,5.2459,14.5109
5136,7.5225,17.0400
5137,5.8451,16.8645
5138,6.2532,19.7140
5139,5.8725,13.1461
5140,6.5570,14.9659
5141,5.3073,14.3373
5142,7.3760,15.3688
5143,8.4264,18.1824
5144,5.1467,16.7817
5145,5.0206,14.6013
5146,5.7437,12.5325
5147,7.8804,18.0634
5148,6.7625,16.1682
5149,9.3913,17.0386
5150,4.5296,9.0225
5151,5.4259,16.9856
5152,6.9887,17.4253
5153,5.4730,17.6116
5154,8.3737,18.5564
5155,5.7546,13.8850
5156,6.0652,14.4353
5157,5.6030,17.8188
5158,3.3463,10.9084
5159,1.9050,13.6522
5160,4.9616,19.5154
5161,5.7507,14.6672
5162,6.5768,20.3034
5163,4.3613,12.7457
5164,3.0168,13.0131
5165,6.3341,15.1036
5166,8.4138,17.3313
5167,6.8674,15.1896
5168,3.6486,11.9155
5169,7.5407,17.9767
5170,6.6790,16.8560
5171,5.1945,14.5771
5172,5.6396,17.6096
5173,5.8378,17.0529
5174,4.7688,12.1062
5175,4.6552,11.6929
5176,5.5505,12.7602
5177,5.5040,13.6355
5178,8.1275,20.2030
5179,4.5002,15.8356
5180,4.8397,16.6959
5181,7.7470,18.5703
5182,5.8512,17.0901
5183,7.9628,17.6040
5184,4.2205,12.6549
5185,5.6728,11.7264
5186,7.2079,14.3139
5187,6.2503,17.0522
5188,7.5316,19.4722
5189,8.9703,15.7617
5190,6.7186,13.9505
5191,3.9532,13.9517
5192,3.0257,8.6009
5193,5.5219,16.9794
5194,6.3714,14.2748
5195,5.7652,11.8672
5196,6.1107,12.8781
5197,4.7645,17.5155
5198,5.5307,14.2870
5199,3.7967,14.9900
5200,5.4722,11.8790
5201,6.4265,13.6949
5202,7.4242,20.6619
5203,8.1963,17.5555
5204,8.5469,15.8994
5205,5.0126,14.8411
5206,7.4777,15.5914
5207,4.5000,15.8181
5208,8.5631,18.1478
5209,6.3716,17.1764
5210,8.5478,22.7330
5211,8.2530,18.6680
5212,7.0625,17.3511
5213,3.4977,9.5784
5214,5.2820,14.7190
5215,5.3697,12.1791
5216,4.0862,12.1215
5217,8.2255,15.9557
5218,4.1144,15.3011
5219,3.3835,13.3969
5220,7.6841,20.4299
5221,6.4082,14.4435
5222,6.2998,16.3231
5223,5.7287,15.9652
5224,9.0886,20.6255
5225,6.5396,16.9930
5226,7.5815,17.8478
5227,6.7514,15.3173
5228,7.4674,14.4649
5229,4.2565,12.8898
5230,5.2850,13.2168
5231,3.4244,12.5620
5232,7.0019,16.6798
5233,6.0498,15.9181
5234,5.9173,14.4841
5235,7.1064,14.4582
5236,8.2682,19.3193
5237,7.0613,16.4847
5238,6.7415,14.7725
5239,5.9064,20.1457
5240,7.3835,15.3401
5241,3.6821,13.5772
5242,5.7863,17.7010
5243,8.6532,16.0062
5244,5.8975,21.6409
5245,3.9802,10.9642
5246,5.0062,13.2734
5247,7.3310,17.3700
5248,6.2142,20.2675
5249,2.1868,13.5022
5250,6.6063,16.2510
5251,6.6254,13.9342
5252,6.0194,16.8332
5253,4.8825,16.4256
5254,8.1456,14.0461
5255,7.9888,17.8486
5256,6.5641,17.0657
5257,6.2988,14.2548
5258,3.8611,10.3701
5259,6.9792,16.3711
5260,5.2683,17.7162
5261,5.6957,13.0614
5262,4.3180,10.9390
5263,5.8316,14.0248
5264,5.8299,15.7299
5265,6.2096,17.0495
5266,6.4851,15.7808
5267,3.3378,9.4468
5268,5.9178,22.0520
5269,5.4626,16.5344
5270,8.5179,18.9788
5271,4.5351,15.4814
5272,9.5620,19.8393
5273,5.2655,14.9660
5274,8.2187,16.7300
5275,5.5149,17.4054
5276,5.5459,15.2867
5277,4.7237,13.2434
5278,4.7391,15.6078
5279,5.2083,13.8750
5280,4.6267,17.6845
5281,6.8255,13.6025
5282,4.6461,16.5941
5283,6.9397,16.3026
5284,5.6664,16.5869
5285,4.2185,12.9793
5286,5.0237,14.8326
5287,4.8167,13.7771
5288,7.7685,19.3965
5289,5.5193,19.3388
5290,5.1244,15.4214
5291,5.6213,10.5303
5292,4.0598,13.0769
5293,4.2238,13.4694
5294,5.3018,14.0296
5295,6.7390,14.8927
5296,4.6075,12.8528
5297,6.9486,12.2244
5298,3.5331,13.5425
5299,4.2057,10.8354
5300,7.3938,15.2863
5301,6.5396,19.7136
5302,6.0661,17.8095
5303,8.5471,15.6583
5304,3.9584,12.6127
5305,3.9109,14.8988
5306,8.7714,17.8643
5307,6.9861,14.6887
5308,8.3975,16.5219
5309,4.7126,16.6213
5310,6.1930,21.8957
5311,9.3747,20.8170
5312,5.3098,16.7573
5313,6.4868,13.8349
5314,7.4465,14.5322
5315,5.0596,15.5564
5316,3.5291,13.5354
5317,7.9145,20.9049
5318,7.2078,14.6475
5319,5.1798,12.6350
5320,3.1768,12.5148
5321,9.4790,18.3666
5322,8.8463,17.1669
5323,4.5887,13.6162
5324,3.0264,14.2775
5325,2.9892,8.9535
5326,4.7387,14.0362
5327,4.5607,15.8083
5328,5.8571,12.4184
5329,4.4284,15.5575
5330,9.7628,21.3439
5331,7.3854,18.2477
5332,5.1501,22.4831
5333,5.4351,18.7336
5334,6.4967,14.3787
5335,7.4707,17.3264
5336,3.1336,14.4853
5337,4.8240,14.5442
5338,5.3383,11.6295
5339,5.9953,21.2801
5340,2.6259,12.3766
5341,5.7097,13.6518
5342,4.7921,13.8800
5343,4.5503,14.3703
5344,5.6688,15.0097
5345,5.0977,15.8274
5346,4.1985,16.8019
5347,10.3409,22.3516
5348,7.8413,17.4259
5349,5.3953,11.9047
5350,7.0885,19.2503
5351,6.1802,13.1004
5352,6.2774,15.7146
5353,9.1776,18.9740
5354,4.4135,11.6194
5355,6.3692,15.3270
5356,5.6169,13.1306
5357,6.3646,18.4716
5358,4.5815,9.5062
5359,7.3531,17.8212
5360,9.3326,21.9987
5361,3.5977,10.9884
5362,4.5251,15.5207
5363,4.5227,12.8700
5364,5.5594,13.5848
5365,3.8817,17.2606
5366,8.3664,16.0657
5367,3.6798,13.8506
5368,7.6278,17.3867
5369,3.1479,11.8373
5370,5.7029,13.9203
5371,6.1370,16.7328
5372,3.8583,14.5269
5373,4.9912,13.2429
5374,7.5504,13.6405
5375,7.7631,16.9456
5376,3.9541,8.4381
5377,5.3822,13.6937
5378,4.4514,12.8271
5379,6.0734,17.4056
5380,5.3177,13.1098
5381,5.2793,13.7373
5382,4.0682,15.8509
5383,4.7255,14.5935
5384,4.2602,14.5720
5385,7.9156,22.9676
5386,8.7344,17.6373
5387,4.7720,9.0493
5388,4.7467,14.7342
5389,6.8737,16.1288
5390,4.8566,12.9274
5391,6.4120,18.6945
5392,4.3806,14.0100
5393,4.2519,14.6011
5394,6.3492,16.5375
5395,4.7547,15.4581
5396,4.1265,11.5088
5397,3.4161,13.4476
5398,4.4984,17.5186
5399,6.1341,16.6248
5400,6.2871,16.5337
5401,8.1856,18.3096
5402,6.0964,13.2461
5403,10.4458,20.5359
5404,5.1637,13.4038
5405,4.8494,14.7460
5406,8.4437,18.7668
5407,4.7272,12.7548
5408,4.5342,14.0278
5409,7.1416,13.1590
5410,7.0245,16.7476
5411,3.0923,9.3380
5412,6.6975,14.8378
5413,5.9859,12.9263
5414,4.3178,15.6027
5415,8.5638,16.7551
5416,8.5192,19.1729
5417,6.8116,21.3975
5418,7.3740,20.5826
5419,8.2467,15.6062
5420,8.9717,21.0764
5421,7.4019,14.1809
5422,4.5636,10.4729
5423,5.7377,13.2098
5424,6.8233,14.3382
5425,6.8540,17.5325
5426,5.4818,13.8531
5427,5.2193,12.2665
5428,7.6563,16.1406
5429,3.2208,10.1138
5430,7.2077,15.5257
5431,7.5084,18.2995
5432,5.6469,13.0577
5433,9.3398,17.2338
5434,10.4124,21.3908
5435,4.4284,12.0922
5436,6.6182,14.3152
5437,9.8011,20.1482
5438,6.0326,14.1980
5439,6.3009,12.8402
5440,6.2840,15.5073
5441,3.3221,18.7992
5442,5.9446,12.5002
5443,6.9565,18.6304
5444,5.4030,18.9190
5445,5.5869,13.7593
5446,6.2582,15.6061
5447,8.4060,19.0441
5448,3.8066,12.4014
5449,5.9624,11.4651
5450,2.8327,14.0903
5451,9.3859,20.3351
5452,5.7313,17.0708
5453,3.7604,16.6003
5454,6.3008,19.5098
5455,10.8298,25.0742
5456,7.4183,16.6735
5457,6.1875,17.7100
5458,4.0648,14.6078
5459,6.3980,17.2060
5460,2.2821,12.6129
5461,7.9117,16.1615
5462,9.6590,21.8557
5463,8.7310,18.4492
5464,4.9268,12.7700
5465,4.6646,13.4992
5466,6.9437,14.9319
5467,2.0168,14.0071
5468,5.7384,14.7601
5469,4.1969,15.8018
5470,3.6515,8.2171
5471,3.3524,11.6504
5472,5.5069,14.9534
5473,5.8908,12.8121
5474,5.3013,15.2646
5475,6.5660,17.1994
5476,7.0143,13.4722
5477,7.4332,15.3879
5478,6.3993,13.2626
5479,2.9834,21.0380
5480,4.5751,16.8423
5481,4.6337,16.1505
5482,6.3619,11.6195
5483,6.5298,16.6265
5484,4.1846,16.9169
5485,7.0659,17.4253
5486,5.2799,13.9251
5487,10.5490,18.4227
5488,7.4825,16.7597
5489,9.7166,17.8312
5490,6.7843,16.8209
5491,8.8650,17.0081
5492,3.6515,10.6801
5493,5.7914,13.9493
5494,7.1649,17.1325
5495,8.8765,17.4697
5496,4.0523,12.7860
5497,4.1399,11.8170
5498,8.8565,20.9702
5499,6.3414,14.4103
5500,5.4070,11.3064
5501,6.0074,17.0040
5502,5.8409,17.1055
5503,5.0078,8.7319
5504,8.3539,20.0826
5505,4.3969,19.0354
5506,7.2007,18.0333
5507,5.6571,14.5107
5508,3.7342,13.2276
5509,1.7911,9.3584
5510,6.4343,14.8941
5511,6.9003,12.0012
5512,7.2055,16.1309
5513,4.4713,11.2872
5514,6.9516,13.4977
5515,7.2522,17.3733
5516,3.2492,13.7795
5517,3.5848,7.2155
5518,9.1101,21.7222
5519,10.4915,21.1090
5520,3.9808,15.9114
5521,9.1221,19.3882
5522,6.8587,13.6405
5523,6.3840,16.3297
5524,3.2107,12.9866
5525,3.2923,13.0400
5526,7.6389,16.9346
5527,7.5732,13.4817
5528,5.4100,11.5451
5529,6.2609,11.8650
5530,7.3896,17.7419
5531,5.2066,14.9266
5532,7.1217,15.2686
5533,6.8776,18.6192
5534,4.0061,13.4849
5535,7.5492,14.8737
5536,5.9638,16.9945
5537,5.4359,11.0457
5538,6.6437,15.7340
5539,7.9028,17.4849
5540,4.3725,16.4521
5541,4.0381,10.2565
5542,10.2725,19.7087
5543,6.7990,13.9898
5544,8.6880,19.4456
5545,10.3279,20.2451
5546,6.1495,11.1200
5547,10.1952,19.8380
5548,5.3749,14.8710
5549,7.2833,16.0961
5550,5.7290,22.4895
5551,6.2190,22.3145
5552,8.4132,17.2279
5553,7.7084,16.3099
5554,4.5969,11.9705
5555,3.0929,12.5371
5556,4.6397,18.6120
5557,6.7190,20.7369
5558,6.1577,15.1432
5559,8.7717,17.2649
5560,8.0220,17.4412
5561,3.8244,17.4573
5562,5.4989,15.4481
5563,4.0785,13.4835
5564,6.3323,19.9082
5565,8.3250,16.5934
5566,4.2979,18.8256
5567,7.5470,15.1742
5568,6.8233,14.8172
5569,7.5288,12.8422
5570,4.5331,12.8186
5571,4.7583,12.0214
5572,5.8601,20.3329
5573,5.2242,16.0305
5574,8.1601,14.6923
5575,6.3174,17.9007
5576,6.4064,15.8408
5577,3.2881,16.2244
5578,6.9853,12.3190
5579,6.5207,12.6670
5580,3.6916,15.0049
5581,4.7698,14.0822
5582,4.7739,12.1021
5583,7.5935,16.3421
5584,5.9386,11.5403
5585,4.5690,13.3375
5586,4.5706,16.8126
5587,7.5619,18.1197
5588,3.7696,14.3583
5589,8.2920,18.4072
5590,6.7157,14.8800
5591,7.2779,20.5803
5592,5.9791,17.6807
5593,6.4479,15.6269
5594,8.3608,21.3249
5595,6.8891,13.8501
5596,5.1941,13.7331
5597,10.0447,18.8781
5598,3.9559,17.9967
5599,4.6744,13.8297
5600,7.4909,18.2350
5601,6.9751,13.1749
5602,3.5548,17.1483
5603,3.0283,13.4663
5604,6.6624,16.3571
5605,3.6498,17.2904
5606,8.8379,15.2891
5607,6.1295,15.9334
5608,5.9758,12.1726
5609,6.4584,16.7623
5610,4.2130,19.2060
5611,5.4188,15.6048
5612,5.5843,11.2002
5613,3.1683,8.0271
5614,6.3042,17.2669
5615,5.1951,17.3231
5616,8.5889,16.5396
5617,6.3366,20.2649
5618,6.9456,18.3523
5619,9.1637,18.8554
5620,6.3375,13.0977
5621,2.2179,12.6358
5622,2.4970,10.5149
5623,6.1885,14.4483
5624,9.0202,18.7249
5625,3.1298,11.8442
5626,6.0672,24.5927
5627,9.5122,15.6232
5628,4.5647,11.4117
5629,5.5557,13.3436
5630,5.2066,13.0361
5631,7.3561,15.8223
5632,5.8760,19.8286
5633,5.5052,16.3318
5634,1.6855,14.5221
5635,3.5611,10.4002
5636,5.1064,19.6677
5637,7.4247,15.5237
5638,6.1043,15.8303
5639,8.1325,16.8948
5640,9.3542,19.7261
5641,6.9708,14.1842
5642,6.1287,15.2195
5643,3.3372,10.2790
5644,6.8474,12.2789
5645,7.5014,16.6090
5646,5.8036,13.2122
5647,6.9290,16.5877
5648,6.3929,13.4510
5649,7.4459,17.6933
5650,5.9160,13.4114
5651,4.3219,14.1110
5652,4.9690,12.4089
5653,4.7509,16.4008
5654,5.3062,16.8758
5655,7.4941,14.1587
5656,3.1442,13.5040
5657,6.6601,14.0694
5658,5.7942,15.0496
5659,6.3990,14.9655
5660,5.0382,16.1072
5661,6.6891,12.6633
5662,6.7170,13.9498
5663,5.6776,13.6847
5664,2.8390,9.5927
5665,4.7784,17.1520
5666,6.4668,18.1627
5667,5.2706,14.3359
5668,2.2400,12.5063
5669,7.8025,18.8786
5670,4.1274,16.0004
5671,5.1315,11.0862
5672,5.4451,12.1303
5673,4.6207,13.0006
5674,6.4393,16.8777
5675,7.0200,20.7345
5676,8.9125,16.9509
5677,3.3484,15.9356
5678,2.8383,12.7704
5679,4.0792,15.2233
5680,4.0018,13.4620
5681,4.5868,17.3638
5682,5.0387,11.4865
5683,7.9604,17.4123
5684,5.8633,13.1438
5685,6.1364,17.6778
5686,8.1401,16.2823
5687,6.4738,17.7599
5688,6.5356,13.9867
5689,4.2746,14.0479
5690,6.7605,12.6124
5691,6.0884,15.7170
5692,7.2363,17.2887
5693,6.0532,17.0454
5694,4.8444,11.4901
5695,10.1518,19.8200
5696,5.1319,15.2095
5697,5.3308,12.1501
5698,6.4673,22.2805
5699,4.4633,14.2589
5700,7.1380,19.5483
5701,5.5010,17.7812
5702,6.7549,16.0420
5703,3.8225,18.7580
5704,5.2376,15.8440
5705,4.4907,13.4625
5706,2.9613,11.6328
5707,8.3293,17.7419
5708,5.0032,14.9846
5709,7.7347,16.4584
5710,9.4216,17.6413
5711,7.0381,14.8202
5712,7.3591,22.3532
5713,4.4011,11.2059
5714,8.9570,23.4765
5715,5.2903,17.2930
5716,9.0312,17.9533
5717,5.2195,18.6027
5718,5.3890,15.8879
5719,7.1231,15.1618
5720,5.5349,16.4309
5721,3.2233,10.0007
5722,8.5153,17.7127
5723,2.8545,14.0315
5724,5.0811,10.9344
5725,4.3014,12.7070
5726,5.9324,22.4620
5727,7.7964,14.1547
5728,7.1218,16.0292
5729,6.7391,17.8763
5730,4.3438,17.6800
5731,6.5381,15.7867
5732,4.2168,16.2393
5733,6.7023,14.1741
5734,5.9127,18.7606
5735,3.9954,12.8934
5736,5.7532,16.5706
5737,5.6873,13.7256
5738,4.1411,15.4092
5739,7.9391,17.0019
5740,3.6903,12.3902
5741,7.2819,13.1346
5742,6.5653,11.1286
5743,2.9437,13.3246
5744,4.5467,13.7302
5745,3.6019,11.4374
5746,6.1751,13.4404
5747,7.0090,16.3648
5748,4.8583,16.6196
5749,2.9447,17.0230
5750,3.5718,13.6463
5751,7.6924,19.5655
5752,6.7483,14.8072
5753,4.2665,10.1320
5754,8.2246,17.1191
5755,6.0145,15.6106
5756,8.7253,19.8074
5757,6.9693,14.5142
5758,1.1220,9.2174
5759,5.2020,14.1801
5760,3.3609,10.6102
5761,3.6373,12.8039
5762,7.9160,18.1092
5763,6.9067,14.5185
5764,7.9142,17.8702
5765,6.0584,16.2273
5766,7.2069,18.0414
5767,5.1510,14.6797
5768,7.4754,16.3432
5769,3.9022,15.8539
5770,8.7711,19.0520
5771,6.2541,13.0890
5772,5.5961,16.7825
