steps,avg_loss,mean_td_error
18763,10.6790,17.9901
18764,7.0409,23.9452
18765,11.5236,22.3823
18766,13.5885,23.2210
18767,13.9908,24.3680
18768,9.3512,19.1437
18769,14.4703,27.5795
18770,10.3587,18.7502
18771,8.6550,20.8182
18772,4.3682,19.1031
18773,8.2730,18.9918
18774,13.1514,26.1338
18775,7.8497,19.9616
18776,6.0808,18.6018
18777,4.4253,22.2482
18778,12.0483,25.7747
18779,7.6083,19.4616
18780,11.3736,20.8834
18781,11.3815,24.6818
18782,15.8944,33.1585
18783,10.4452,18.1523
18784,12.0536,24.5914
18785,12.0603,26.6297
18786,9.8361,20.4626
18787,11.9186,25.8218
18788,8.1355,24.6666
18789,8.9194,20.9268
18790,4.7255,21.2005
18791,11.7789,23.1587
18792,8.1908,19.9617
18793,6.6294,18.9447
18794,8.7283,16.9851
18795,7.4968,13.2780
18796,9.4742,21.4530
18797,8.9798,22.2162
18798,8.1972,18.1135
18799,4.4211,24.4431
18800,12.5902,25.2879
18801,2.8955,18.3339
18802,7.6436,18.5055
18803,6.8022,18.9601
18804,8.4758,21.8842
18805,15.5584,28.7443
18806,3.6008,15.4664
18807,10.4211,20.3836
18808,10.5435,22.6736
18809,9.5998,24.1402
18810,9.3111,24.0588
18811,8.3964,29.5125
18812,8.1297,22.8406
18813,7.0147,19.8569
18814,11.1606,23.1304
18815,9.1639,17.0057
18816,6.7273,18.5990
18817,7.2414,23.3642
18818,8.8151,22.9328
18819,5.5591,21.6112
18820,5.6485,20.8128
18821,8.1409,19.8906
18822,11.5924,21.9724
18823,7.0462,31.1045
18824,11.1924,21.3206
18825,5.1684,22.7717
18826,11.4744,26.8585
18827,6.6120,19.6585
18828,12.1968,29.6709
18829,6.9510,19.7923
18830,5.2612,20.2752
18831,9.8220,20.9989
18832,5.2293,20.9859
18833,14.2341,28.3877
18834,13.0403,26.9115
18835,6.6487,17.3874
18836,3.8781,15.9482
18837,7.1917,22.1618
18838,11.4862,26.6040
18839,8.1924,15.7856
18840,8.6518,25.3857
18841,8.1809,27.6227
18842,6.5837,16.8598
18843,5.2374,24.5269
18844,14.9210,26.8433
18845,11.6435,25.3082
18846,8.5698,19.6242
18847,9.8030,27.1961
18848,12.3414,27.4386
18849,9.3634,24.2774
18850,7.4102,19.2412
18851,8.9531,18.2034
18852,6.0394,12.2044
18853,8.9448,27.8154
18854,10.8820,26.7799
18855,8.5716,26.7297
18856,7.5006,24.6251
18857,4.7673,24.2281
18858,9.5919,22.1998
18859,7.3771,23.5230
18860,10.6504,19.8062
18861,2.9634,16.9891
18862,8.4053,22.7196
18863,6.3142,15.9647
18864,7.5944,18.4683
18865,11.1889,19.6583
18866,6.9888,20.8188
18867,6.8285,16.9999
18868,8.9568,24.9961
18869,12.7479,25.0728
18870,5.7554,21.8489
18871,9.6084,25.6333
18872,9.9012,20.3518
18873,8.4348,17.9709
18874,7.5587,18.9734
18875,8.8840,22.4874
18876,6.6896,24.6714
18877,8.8740,19.5658
18878,5.0389,16.8771
18879,8.4164,19.0768
18880,9.2649,25.3055
18881,10.8734,23.0014
18882,6.4056,24.6873
18883,9.3113,22.3282
18884,8.3353,22.8424
18885,10.6321,22.6858
18886,10.6604,24.1814
18887,9.7760,20.5976
18888,11.2169,20.1282
18889,8.2235,20.1412
18890,6.9793,19.3465
18891,9.1967,19.2504
18892,5.8927,20.7822
18893,9.6882,29.5083
18894,13.7134,31.2407
18895,3.4548,19.9780
18896,10.3390,24.2190
18897,14.9793,26.4373
18898,10.3861,20.4095
18899,7.7999,20.1836
18900,12.8758,23.5238
18901,6.1684,12.9939
18902,4.9651,17.4949
18903,8.2078,24.9322
18904,7.2553,25.7807
18905,13.0642,22.0428
18906,8.3722,20.5739
18907,8.2196,16.3595
18908,9.7927,23.3025
18909,7.4689,18.6058
18910,7.8852,20.1491
18911,6.7505,15.4690
18912,6.3817,17.9144
18913,10.8319,25.0369
18914,9.7859,18.4374
18915,6.6434,19.8182
18916,8.2144,19.8675
18917,8.3531,20.4610
18918,12.2287,23.7124
18919,8.3952,22.2684
18920,7.2258,17.2813
18921,13.4699,24.5393
18922,11.5016,30.2086
18923,10.3614,30.2471
18924,11.5643,23.7879
18925,8.8763,23.8091
18926,9.7709,18.8684
18927,7.5009,17.8444
18928,8.0705,20.8286
18929,6.8424,16.2426
18930,13.7748,25.8162
18931,9.2381,26.2917
18932,10.7948,20.4350
18933,7.8049,21.3844
18934,8.6843,22.2765
18935,13.0167,30.1956
18936,8.8365,18.5376
18937,12.5096,25.9837
18938,8.2252,27.7375
18939,10.6200,25.3808
18940,5.2970,17.2566
18941,11.7038,22.8054
18942,11.6950,26.2816
18943,10.0233,20.5834
18944,14.6513,30.1179
18945,7.2615,20.7955
18946,7.6268,21.2384
18947,8.5001,26.5827
18948,10.2553,19.5870
18949,7.3851,20.2474
18950,11.1142,26.3678
18951,12.0159,26.8574
18952,4.2519,15.0055
18953,8.3532,27.7403
18954,13.7706,28.2338
18955,8.3101,21.4632
18956,11.6703,23.8386
18957,6.2620,17.3431
18958,11.9395,25.4665
18959,11.3683,25.8963
18960,8.9778,23.2342
18961,10.7000,25.6304
18962,5.2344,20.6747
18963,6.8015,25.3754
18964,12.1477,25.7219
18965,3.2094,17.6764
18966,10.1771,26.6623
18967,5.9086,26.1662
18968,10.6277,21.7503
18969,9.6520,22.7837
18970,10.6637,26.0937
18971,7.1470,23.7060
18972,8.1156,14.3892
18973,6.5966,17.8006
18974,9.9444,22.6762
18975,6.7011,15.0089
18976,7.4750,19.1126
18977,16.4912,28.4502
18978,7.9242,16.6598
18979,10.5563,21.4122
18980,6.9390,18.4949
18981,10.3321,16.3571
18982,11.2311,24.6882
18983,15.7462,32.3624
18984,7.8544,22.5936
18985,6.5038,17.3071
18986,9.9663,25.2406
18987,10.3927,25.4217
18988,10.3560,24.4873
18989,9.6659,21.3159
18990,9.7769,21.3423
18991,4.7290,15.3050
18992,8.6597,18.5626
18993,12.5054,30.6859
18994,7.1688,20.4393
18995,7.2342,22.1934
18996,7.5824,15.9211
18997,8.5271,18.5224
18998,11.8716,23.1110
18999,9.4250,26.9132
19000,10.4055,23.0153
19001,8.8140,23.8490
19002,10.6503,21.3358
19003,9.9987,19.2798
19004,11.3737,26.5713
19005,9.2236,23.7172
19006,4.5022,19.8823
19007,4.5710,21.1699
19008,8.6625,23.3206
19009,7.4170,19.8269
19010,14.5060,29.6236
19011,9.6172,20.4705
19012,9.0183,21.8383
19013,7.7009,22.4962
19014,9.0726,23.8736
19015,10.4756,21.7813
19016,3.4508,10.6822
19017,11.9201,25.2274
19018,9.2378,19.3704
19019,11.7414,24.5407
19020,10.1049,23.9355
19021,9.6725,26.8342
19022,15.4876,28.1927
19023,7.6610,14.1973
19024,8.6076,27.1243
19025,9.4671,25.9704
19026,7.2645,17.5687
19027,5.8655,21.7621
19028,11.1352,26.5092
19029,6.4874,25.3537
19030,9.8080,25.2450
19031,12.7706,22.4654
19032,9.9065,20.6930
19033,12.2663,26.5339
19034,9.7582,16.8520
19035,9.0483,24.1766
19036,6.7144,23.3872
19037,6.9425,27.5078
19038,9.5064,23.9189
19039,11.2164,23.8882
19040,9.1170,26.5926
19041,12.2351,24.2430
19042,4.2390,18.3138
19043,11.6772,27.5420
19044,8.0898,21.7482
19045,8.5988,27.4422
19046,9.4410,25.5641
19047,11.9860,20.1749
19048,9.1700,17.7253
19049,15.2349,29.7574
19050,12.9924,23.9903
19051,7.8720,24.6594
19052,9.7558,26.8804
19053,7.8893,18.4726
19054,5.5091,16.6449
19055,8.8037,26.8395
19056,9.6063,20.7775
19057,11.9615,27.5429
19058,5.4417,20.3579
19059,11.9094,20.8168
19060,14.2875,31.1514
19061,11.7207,23.8155
19062,12.2929,24.9293
19063,12.0201,20.7815
19064,7.8771,18.8486
19065,6.5253,19.2770
19066,8.4326,24.1461
19067,15.0380,30.1593
19068,7.8205,27.6785
19069,7.5228,21.2546
19070,10.0878,25.5976
19071,6.8744,20.8574
19072,15.5185,31.3248
19073,6.4632,21.5817
19074,6.1945,23.0756
19075,10.4170,19.5394
19076,5.3772,18.0259
19077,9.4509,20.2048
19078,10.6014,24.7298
19079,6.1870,26.3498
19080,5.5741,15.1423
19081,8.3921,27.2883
19082,6.4956,18.8768
19083,7.6495,22.2416
19084,11.3294,28.3124
19085,7.1953,19.8107
19086,12.3370,22.7977
19087,11.3501,24.6581
19088,9.0033,21.4327
19089,5.5706,19.5065
19090,10.0654,21.5411
19091,8.8209,23.5317
19092,10.7362,23.8040
19093,10.5066,22.1745
19094,13.6989,27.7408
19095,10.9258,23.4481
19096,9.3112,17.8906
19097,12.2148,25.1389
19098,13.8026,22.9079
19099,6.3333,20.1945
19100,10.9111,22.5368
19101,3.2206,19.7857
19102,3.0681,21.7009
19103,13.2548,24.0712
19104,8.6979,19.7953
19105,6.5582,22.4221
19106,5.7677,19.0947
19107,11.2869,27.7335
19108,12.1491,20.9005
19109,11.6990,24.0001
19110,12.7176,28.3880
19111,6.0346,19.5549
19112,6.1119,24.1596
19113,7.2739,13.8129
19114,8.8266,22.0573
19115,10.8092,26.1257
19116,5.2509,15.8849
19117,12.1035,26.9802
19118,11.4012,21.7394
19119,8.0957,23.4887
19120,12.2114,24.0373
19121,4.5732,19.4124
19122,8.1447,25.2838
19123,8.7790,22.8593
19124,5.0323,18.2842
19125,8.3264,17.7160
19126,5.8027,18.6820
19127,9.1763,23.3934
19128,11.9096,27.6984
19129,12.0377,24.3207
19130,7.8730,25.0759
19131,11.0384,20.1939
19132,12.5256,26.0061
19133,10.3909,22.7001
19134,9.3146,22.6927
19135,7.2366,19.3153
19136,10.0345,17.9272
19137,9.5294,21.2761
19138,4.7488,20.5727
19139,9.4600,20.5587
19140,5.2429,18.4553
19141,7.7866,23.9868
19142,7.1848,18.7400
19143,12.9976,29.6510
19144,12.3894,26.3722
19145,8.7335,24.0211
19146,6.1384,23.0707
19147,10.8559,26.4299
19148,12.8105,28.2454
19149,6.6765,25.0627
19150,6.9650,19.2879
19151,10.1173,26.0935
19152,8.1736,23.6449
19153,10.1879,22.1035
19154,8.0392,19.5055
19155,13.3634,26.4507
19156,7.2549,19.2806
19157,14.4693,26.0530
19158,9.6076,19.2293
19159,5.0225,14.8316
19160,8.0186,29.0500
19161,11.0472,22.6766
19162,6.2146,16.2571
19163,7.1582,26.9643
19164,9.6596,23.1453
19165,8.4852,22.4584
19166,11.5079,30.1818
19167,9.0844,24.2584
19168,9.9946,25.9919
19169,9.6845,24.1735
19170,5.8552,11.4354
19171,4.3433,19.2273
19172,9.7074,24.0343
19173,8.6442,20.1272
19174,9.9329,23.0913
19175,7.6454,20.5112
19176,13.2015,29.6111
19177,8.6751,19.3638
19178,11.2116,22.6305
19179,12.0512,31.5640
19180,7.5200,28.9882
19181,13.4778,25.4044
19182,11.7576,26.4017
19183,6.0270,23.7254
19184,5.2304,26.0665
19185,8.4986,25.7640
19186,9.2415,26.1931
19187,11.3492,23.2767
19188,7.0456,18.2644
19189,4.0301,18.8016
19190,10.6333,28.3289
19191,11.6691,22.8304
19192,9.7136,24.4238
19193,5.7829,13.5197
19194,9.0616,24.2767
19195,12.8207,29.3274
19196,11.2333,26.9029
19197,10.5862,25.7378
19198,12.0516,22.8332
19199,11.5196,22.5448
19200,12.0568,21.0065
19201,6.2063,20.4199
19202,9.7731,22.3329
19203,5.0926,20.4287
19204,5.0830,21.8015
19205,10.7661,18.4104
19206,10.2134,20.8450
19207,7.3743,21.9330
19208,8.4087,19.6955
19209,12.8718,23.8886
19210,5.7679,18.3433
19211,12.5683,26.6594
19212,12.1672,25.0458
19213,7.2984,22.6982
19214,8.4686,18.2207
19215,6.0765,17.6431
19216,11.2988,26.6379
19217,8.0941,24.2788
19218,9.0142,27.5962
19219,8.3753,24.6703
19220,8.2635,19.4818
19221,8.5866,22.1817
19222,9.5381,26.5591
19223,9.5625,22.9650
19224,9.7659,21.9949
19225,10.7124,27.3186
19226,10.2258,21.3379
19227,9.7564,20.5877
19228,4.6735,14.4838
19229,8.5334,25.2445
19230,11.7552,23.4708
19231,4.8272,17.6410
19232,4.9407,15.9257
19233,6.6800,24.5770
19234,9.2173,21.4848
19235,6.8548,21.3113
19236,9.6540,22.0679
19237,7.5816,19.6742
19238,11.1674,24.6913
19239,6.3501,15.0996
19240,5.7735,26.0372
19241,7.7746,22.0734
19242,5.8680,22.8561
19243,8.4275,21.6654
19244,6.4761,24.1742
19245,9.5713,19.8297
19246,12.1419,23.2967
19247,11.5270,26.9234
19248,7.6248,17.2126
19249,13.0366,31.1607
19250,7.9482,23.1142
19251,9.8924,21.3739
19252,13.5212,27.4114
19253,7.1941,17.4835
19254,4.6429,22.0632
19255,7.9191,19.8929
19256,8.1532,17.3610
19257,9.2822,21.7813
19258,12.6898,23.3077
19259,6.4226,17.2569
19260,9.6483,20.5428
19261,4.7631,17.4446
19262,9.9273,18.2187
19263,7.7495,25.4652
19264,11.0952,29.3997
19265,9.6953,23.2970
19266,9.3218,21.5030
19267,4.9931,18.3730
19268,9.0641,23.1385
19269,11.2271,24.3188
19270,5.6184,19.4784
19271,11.1950,25.0053
19272,12.6127,27.5451
19273,7.8038,16.8642
19274,8.0642,23.6346
19275,8.5190,20.4120
19276,8.7394,22.9798
19277,9.3691,25.7406
19278,6.2806,21.4792
19279,9.7831,25.6893
19280,8.5044,24.2859
19281,5.4466,22.5298
19282,10.2117,26.1677
19283,10.6231,24.2651
19284,6.6488,16.8754
19285,7.7930,21.3686
19286,5.8334,21.9894
19287,10.9137,18.9576
19288,13.7698,24.9031
19289,6.5256,15.4655
19290,12.6367,30.9519
19291,11.4567,26.6119
19292,9.4942,20.5830
19293,9.2466,17.5907
19294,7.5903,18.9755
19295,5.3855,18.1562
19296,12.8833,24.6217
19297,7.3130,18.6382
19298,9.1426,17.6538
19299,5.2762,18.8808
19300,7.7467,20.3820
19301,3.3142,21.8648
19302,9.5628,23.2820
19303,11.7982,25.9484
19304,12.0561,24.3274
19305,3.3544,20.1531
19306,11.4518,20.5993
19307,10.3280,20.4826
19308,6.9303,22.3089
19309,7.7514,18.4875
19310,9.8761,32.2407
19311,9.1363,24.5268
19312,8.8322,22.4250
19313,10.9416,21.4727
19314,9.6047,23.4098
19315,9.7132,27.8624
19316,6.6007,22.6118
19317,8.9235,21.5888
19318,7.0846,23.0298
19319,8.9539,25.8526
19320,12.4673,24.5317
19321,8.9438,22.4494
19322,10.1144,23.1850
19323,12.9821,24.1992
19324,7.6926,23.9350
19325,5.6971,18.2810
19326,8.9260,24.4650
19327,10.7785,25.9282
19328,6.6784,21.1696
19329,4.0979,27.9814
19330,11.9536,30.4502
19331,8.2377,21.5714
19332,12.0405,19.5605
19333,13.6694,23.8687
19334,13.4656,26.5753
19335,9.6824,19.8858
19336,7.5061,22.8137
19337,8.9234,24.3152
19338,5.9122,18.6422
19339,12.8315,27.1620
19340,7.0019,25.5281
19341,8.7855,20.1030
19342,7.2308,28.8556
19343,5.4308,20.4098
19344,10.5389,19.1835
19345,8.7334,17.8420
19346,8.4445,18.5631
19347,8.7004,20.8140
19348,13.5051,23.7689
19349,6.9886,24.2959
19350,7.2816,15.1386
19351,8.4728,24.1750
19352,12.7276,28.8075
19353,6.7115,18.1724
19354,9.4997,19.9473
19355,7.6838,18.7633
19356,5.4058,16.2819
19357,9.3364,16.0347
19358,14.1430,33.4992
19359,5.2083,19.7905
19360,9.9205,21.8700
19361,12.2522,24.5730
19362,10.1626,20.0999
19363,11.3035,24.5728
19364,7.8417,23.3630
19365,8.1474,21.6414
19366,9.3922,28.9782
19367,10.1104,25.6118
19368,8.3816,19.7096
19369,12.5149,28.9377
19370,9.3467,25.2729
19371,6.2800,22.9607
19372,10.9295,22.7362
19373,6.7885,23.7400
19374,8.8915,28.2802
19375,8.0923,25.1024
19376,11.3366,26.4972
19377,7.7866,20.2680
19378,9.0889,28.4938
19379,11.3959,29.2244
19380,9.6595,18.6867
19381,7.4992,25.2913
19382,11.4474,30.8483
19383,11.7590,25.0317
19384,9.9411,29.2600
19385,8.4626,19.9225
19386,8.1843,20.3362
19387,16.2209,30.2392
19388,8.5237,23.9296
19389,12.1954,22.1247
19390,7.2984,18.0259
19391,8.5289,21.1368
19392,9.8597,25.7213
19393,9.3931,19.4925
19394,7.6529,20.0056
19395,11.3941,22.9220
19396,7.9366,22.9713
19397,8.9866,21.4597
19398,7.4787,16.3124
19399,8.8676,22.3116
19400,14.4620,26.2177
19401,11.5128,26.8220
19402,9.1258,18.4067
19403,7.1712,22.0468
19404,9.9205,18.7042
19405,6.1082,23.1582
19406,9.8313,30.9747
19407,8.8523,19.5769
19408,11.8534,27.6741
19409,9.2634,22.5197
19410,10.9673,20.9189
19411,9.3887,31.9714
19412,10.4728,23.2181
19413,10.8401,24.3290
19414,11.9716,24.8354
19415,8.0980,18.6445
19416,9.3485,24.8675
19417,3.8529,23.4812
19418,6.2853,18.4944
19419,9.7942,19.9461
19420,10.4482,17.9127
19421,7.9240,25.2503
19422,5.4526,24.5558
19423,9.5532,25.3700
19424,9.6406,26.0110
19425,5.7048,22.8374
19426,11.8057,27.8205
19427,11.6023,23.0878
19428,9.1267,19.2923
19429,11.1014,20.6042
19430,10.5918,28.6154
19431,9.1265,16.0826
19432,9.6822,18.5961
19433,6.7400,19.5826
19434,9.9213,20.9604
19435,8.9806,19.5579
19436,8.1917,14.9272
19437,12.2295,27.8708
19438,9.9288,16.7500
19439,12.1938,24.9949
19440,8.8070,23.0766
19441,10.0356,22.3248
19442,7.1512,23.3441
19443,12.6757,33.9502
19444,10.8899,20.5196
19445,7.4264,24.7224
19446,5.7322,23.5838
19447,8.4468,17.2337
19448,7.7921,20.5157
19449,8.9663,19.8789
19450,13.9880,26.6597
19451,11.1752,29.2197
19452,10.8847,19.9017
19453,6.9640,16.9818
19454,6.4544,18.3724
19455,11.7085,30.6986
19456,8.3296,23.5603
19457,6.9366,22.3604
19458,11.6567,28.7524
19459,10.0181,24.3771
19460,7.7258,22.4849
19461,10.9506,26.1954
19462,9.8636,19.3416
19463,12.0441,21.4545
19464,12.9626,24.5436
19465,8.9372,18.4475
19466,8.4069,20.4725
19467,15.1029,31.2663
19468,9.1496,18.9382
19469,9.1832,26.1558
19470,5.4670,21.1365
19471,11.4504,31.9305
19472,8.6658,18.2294
19473,11.9770,26.7631
19474,12.2834,25.5231
19475,13.2737,25.7472
19476,6.5579,18.9304
19477,8.4913,23.4143
19478,9.9496,28.6800
19479,9.6781,27.7982
19480,8.9532,19.5057
19481,11.1473,29.4089
19482,9.5946,29.2247
19483,7.4839,23.9884
19484,11.1779,25.5744
19485,9.0322,24.2238
19486,9.0597,24.2519
19487,11.1767,23.9444
19488,8.4930,21.9972
19489,13.3519,31.6538
19490,4.7899,15.6859
19491,6.5406,17.6119
19492,9.3439,17.8657
19493,5.8349,17.3881
19494,8.9341,22.9992
19495,10.7863,27.7900
19496,5.6933,20.4629
19497,10.4037,19.3886
19498,7.0539,23.2332
19499,9.7589,21.8705
19500,8.4214,16.2064
19501,7.4211,24.1071
19502,9.7523,28.4742
19503,10.6695,23.9906
19504,7.4921,23.6358
19505,12.5943,27.2630
19506,7.9135,18.5989
19507,10.9965,19.6658
19508,9.8879,27.8209
19509,9.2163,20.0110
19510,6.4689,22.4039
19511,6.8485,24.4063
19512,7.7076,22.7330
19513,12.1242,24.9232
19514,7.4282,19.0536
19515,8.4545,18.7214
19516,11.9857,23.9239
19517,8.4915,21.2817
19518,8.6980,19.4212
19519,3.5584,15.0645
19520,5.5619,14.3372
19521,6.3000,19.7569
19522,9.5494,17.5172
19523,6.8443,20.7704
19524,12.0601,21.1822
19525,8.2573,18.4933
19526,14.5212,27.4640
19527,8.9690,22.0766
19528,8.0140,17.1609
19529,5.7827,18.4947
19530,10.2360,24.0414
19531,8.0928,23.3488
19532,5.1960,17.4009
19533,7.3184,22.8912
19534,13.9744,28.1854
19535,8.2319,19.3787
19536,6.6537,16.1419
19537,8.0647,20.5385
19538,4.9807,20.5208
19539,4.5936,21.7982
19540,9.3487,27.5486
19541,5.5979,25.9394
19542,5.7614,13.3320
19543,3.7270,13.3400
19544,6.3642,29.9535
19545,11.0421,21.8765
19546,7.9470,18.0569
19547,8.8146,19.1046
19548,5.2678,24.1069
19549,12.3284,32.8869
19550,14.5385,25.6319
19551,6.2727,16.2313
19552,14.2058,27.1630
19553,9.8245,19.9223
19554,4.8478,20.5593
19555,8.4615,17.5219
19556,8.8497,21.3057
19557,12.0003,24.5443
19558,9.9812,21.0796
19559,7.3508,22.7240
19560,12.9360,26.2439
19561,8.1865,26.7784
19562,10.7321,24.8755
19563,8.6889,24.6759
19564,5.9066,25.7289
19565,9.1782,25.6512
19566,10.7416,22.1789
19567,6.9121,17.4577
19568,12.1598,28.4316
19569,6.8892,20.5598
19570,9.3008,24.1582
19571,8.3941,17.4728
19572,8.1686,17.9925
19573,5.8242,20.5105
19574,6.1691,14.4916
19575,7.8794,25.9184
19576,5.5932,17.9937
19577,8.9345,21.1541
19578,6.7944,23.2174
19579,7.0338,24.7504
19580,10.3183,23.3991
19581,6.9275,21.9697
19582,10.6398,23.5572
19583,7.4299,20.6790
19584,6.1045,22.7273
19585,6.2723,20.0107
19586,6.1605,15.5415
19587,9.7564,19.2742
19588,8.3940,18.8122
19589,8.5741,20.4217
19590,9.7720,24.0037
19591,9.7109,18.9336
19592,8.6246,22.8721
19593,8.8161,23.6029
19594,4.1787,21.4025
19595,7.8248,19.5923
19596,9.0349,19.9808
19597,5.7458,17.2848
19598,10.9350,21.6432
19599,10.8482,23.6256
19600,7.9977,24.1173
19601,11.3299,23.5991
19602,10.5056,25.4576
19603,6.7803,24.8558
19604,7.8016,20.3951
19605,5.3089,20.4565
19606,9.4573,19.4385
19607,3.7206,22.8157
19608,13.8197,25.1519
19609,10.1814,20.9422
19610,12.2325,25.0720
19611,4.4319,16.8154
19612,11.6378,23.8302
19613,6.6449,27.7231
19614,6.7881,20.3536
19615,9.8033,21.4220
19616,8.4381,22.8480
19617,9.9933,25.2496
19618,10.8277,26.8910
19619,10.1111,23.5484
19620,14.6107,30.9996
19621,6.7073,29.3380
19622,7.3271,21.2952
19623,11.7823,25.8005
19624,8.8665,23.6521
19625,13.4804,31.0634
19626,4.2174,23.3083
19627,9.8814,19.4149
19628,3.8855,22.4409
19629,10.0522,21.5171
19630,12.0391,23.6468
19631,9.5478,24.3088
19632,4.4862,19.6478
19633,10.3248,22.7531
19634,8.7086,18.6187
19635,11.3642,20.0231
19636,6.7794,17.4763
19637,11.1789,21.8865
19638,9.1115,18.2042
19639,11.7894,25.3901
19640,6.9183,17.3415
19641,11.2610,26.9082
19642,8.8354,23.4332
19643,10.2044,23.2061
19644,9.2330,17.0453
19645,12.4139,24.0088
19646,12.9734,30.5611
19647,7.8090,21.8615
19648,12.4789,21.9226
19649,4.5523,20.3793
19650,5.4019,14.6178
19651,13.1018,23.7654
19652,11.0927,24.8882
19653,5.8111,18.6234
19654,12.3439,26.2296
19655,3.1161,17.3812
19656,12.6570,22.2296
19657,7.6278,18.2777
19658,14.0842,30.1710
19659,8.0172,18.6744
19660,10.1052,26.1834
19661,9.6600,23.6503
19662,10.2590,24.6741
19663,3.1806,15.6568
19664,9.3760,23.7439
19665,11.2291,22.0120
19666,9.6906,21.1773
19667,9.7720,22.1890
19668,6.5870,20.6790
19669,11.4855,22.0816
19670,10.2086,18.7584
19671,9.3405,18.8140
19672,7.0174,28.9413
19673,7.9620,29.3899
19674,7.2579,16.4384
19675,10.2014,22.4173
19676,11.7389,25.4643
19677,9.3596,21.1668
19678,7.7358,21.9239
19679,6.7994,18.3565
19680,5.8751,18.1114
19681,10.4545,22.5702
19682,8.2606,24.7322
19683,10.1905,19.1752
19684,12.5627,28.1247
19685,12.1147,24.0928
19686,8.6200,24.2924
19687,5.3561,21.5022
19688,9.0922,19.2690
19689,9.7734,22.1285
19690,9.8250,23.1249
19691,9.3963,21.6693
19692,8.8046,23.2444
19693,11.1595,28.7047
19694,9.6757,29.9757
19695,10.4089,26.4345
19696,10.1638,24.3965
19697,4.2545,18.4611
19698,11.1225,23.9479
19699,8.9803,16.4623
19700,8.0773,29.2770
19701,11.1403,24.0116
19702,7.5349,21.5339
19703,7.2722,23.9719
19704,8.8568,17.4453
19705,6.9336,18.2398
19706,10.9885,26.4137
19707,10.3812,25.6637
19708,10.9113,21.5855
19709,12.5857,24.0718
19710,12.8402,27.1350
19711,18.0742,34.6809
19712,10.1758,26.6082
19713,10.4142,22.8215
19714,2.5644,17.6571
19715,9.5412,19.3996
19716,10.7110,28.8502
19717,12.3915,23.6570
19718,10.3796,19.8446
19719,9.5275,26.7798
19720,10.4700,24.6840
19721,5.1720,25.1216
19722,2.9913,18.9461
19723,13.0018,22.9763
19724,9.3428,18.1674
19725,8.3660,26.1923
19726,7.2922,18.2233
19727,10.0586,19.9426
19728,13.8794,24.8148
19729,11.4830,26.0892
19730,8.7892,21.9183
19731,11.8042,22.5050
19732,6.3585,16.1532
19733,4.2305,14.4201
19734,12.6247,28.3636
19735,8.8670,21.3565
19736,13.4128,25.2674
19737,10.8654,23.0949
19738,8.4052,18.3217
19739,9.6500,19.9935
19740,10.3741,26.0648
19741,6.1893,16.6017
19742,9.3119,20.7504
19743,9.7974,23.4093
19744,12.2077,27.0465
19745,10.7803,22.6796
19746,6.9083,21.2447
19747,9.7778,24.6334
19748,6.7562,22.0999
19749,7.5851,18.9111
19750,6.8070,18.0554
19751,7.7688,20.0165
19752,12.6107,22.0979
19753,12.6113,26.7707
19754,10.1810,25.2807
19755,10.0253,21.4683
19756,9.9872,31.2768
19757,4.8869,23.4138
19758,8.6254,22.1115
19759,8.7576,23.3449
19760,10.0322,27.3476
19761,12.6169,22.7827
19762,5.7574,21.7977
19763,12.5931,26.2196
19764,10.5464,22.8933
19765,8.3729,17.3291
19766,7.0836,25.2060
19767,9.2196,25.0182
19768,11.9477,28.3812
19769,13.6715,28.6835
19770,14.0304,30.9112
19771,8.4156,25.8437
19772,7.5621,19.7879
19773,5.7451,26.1787
19774,5.9094,16.4017
19775,3.1859,21.6467
19776,10.0333,21.5362
19777,11.0038,22.4543
19778,6.1458,22.0342
19779,9.6156,21.9182
19780,14.0974,27.0856
19781,4.5937,22.3348
19782,8.5420,18.4749
19783,12.8005,26.7843
19784,9.3983,30.8768
19785,10.7775,26.1573
19786,8.8620,22.1246
19787,9.8260,20.1510
19788,5.4229,16.1977
19789,5.7730,15.3097
19790,10.1246,24.2673
19791,8.5340,19.7380
19792,9.7749,24.5289
19793,7.5619,19.9906
19794,10.1460,19.9887
19795,10.0182,28.1402
19796,8.3649,22.7358
19797,7.5794,22.8968
19798,10.3080,20.2281
19799,4.8929,26.5963
19800,12.7856,23.9024
19801,9.1624,25.1930
19802,9.2613,20.1339
19803,10.0235,21.3963
19804,6.3508,17.3515
19805,8.4315,26.2280
19806,7.2944,22.0955
19807,6.4027,23.6516
19808,7.6557,24.0354
19809,11.1187,23.6598
19810,7.4084,25.3331
19811,6.1750,22.2323
19812,8.0539,20.0686
19813,11.1106,27.1513
19814,8.7321,19.0340
19815,8.8188,23.5391
19816,8.0901,22.7164
19817,5.5534,24.2664
19818,9.7832,21.4291
19819,7.8642,18.9954
19820,9.1684,22.0250
19821,9.5983,25.4834
19822,6.5743,19.4149
19823,7.8985,19.5979
19824,7.5110,19.0677
19825,10.7168,25.2045
19826,14.9292,33.0840
19827,10.3351,19.5109
19828,14.3198,25.5003
19829,8.8464,18.3726
19830,12.5872,29.1929
19831,8.9364,24.7747
19832,7.2397,20.2480
19833,12.7953,23.5793
19834,12.4911,23.3321
19835,12.3900,25.7634
19836,11.0864,21.6283
19837,7.6727,19.2884
